"Date","BRANTNER DITCH_0200809","RIVERSIDE CANAL_0100503","BIG THOMPSON DITCH & MANUFACTURING CO._0400503","S. BOULDER CANON DITCH_0600593","HARMONY DITCH 1_6400511"
2003-12-10,0.00,0.00,0.00,0.00,222.00
2003-12-11,0.00,0.00,0.00,0.00,222.00
2003-12-12,0.00,0.00,0.00,0.00,224.00
2003-12-13,0.00,0.00,0.00,0.00,224.00
2003-12-14,0.00,0.00,0.00,0.00,226.00
2003-12-15,0.00,0.00,0.00,0.00,227.00
2003-12-16,0.00,0.00,0.00,0.00,229.00
2003-12-17,0.00,0.00,0.00,0.00,227.00
2003-12-18,0.00,0.00,0.00,0.00,220.00
2003-12-19,0.00,0.00,0.00,0.00,222.00
2003-12-20,0.00,40.00,0.00,0.00,218.00
2003-12-21,0.00,187.00,0.00,0.00,160.00
2003-12-22,0.00,191.00,0.00,0.00,165.00
2003-12-23,0.00,196.00,0.00,0.00,98.00
2003-12-24,0.00,200.00,0.00,0.00,80.00
2003-12-25,0.00,202.00,0.00,0.00,64.40
2003-12-26,0.00,205.00,0.00,0.00,61.00
2003-12-27,0.00,193.00,0.00,0.00,55.50
2003-12-28,0.00,191.00,0.00,0.00,62.20
2003-12-29,0.00,180.00,0.00,0.00,45.00
2003-12-30,0.00,182.00,0.00,0.00,0.00
2003-12-31,0.00,201.00,0.00,0.00,0.00
2004-01-01,0.00,198.00,0.00,0.00,0.00
2004-01-02,0.00,194.00,0.00,0.00,0.00
2004-01-03,0.00,189.00,0.00,0.00,0.00
2004-01-04,0.00,194.00,0.00,0.00,0.00
2004-01-05,0.00,212.00,0.00,0.00,0.00
2004-01-06,0.00,20.00,0.00,0.00,0.00
2004-01-07,0.00,12.00,0.00,0.00,0.00
2004-01-08,0.00,176.00,0.00,0.00,0.00
2004-01-09,0.00,248.00,0.00,0.00,0.00
2004-01-10,0.00,200.00,0.00,0.00,0.00
2004-01-11,0.00,203.00,0.00,0.00,0.00
2004-01-12,0.00,242.00,0.00,0.00,0.00
2004-01-13,0.00,254.00,0.00,0.00,11.10
2004-01-14,0.00,266.00,0.00,0.00,33.70
2004-01-15,0.00,263.00,0.00,0.00,29.30
2004-01-16,0.00,244.00,0.00,0.00,29.30
2004-01-17,0.00,201.00,0.00,0.00,24.40
2004-01-18,0.00,208.00,0.00,0.00,23.60
2004-01-19,0.00,204.00,0.00,0.00,22.00
2004-01-20,0.00,204.00,0.00,0.00,20.50
2004-01-21,0.00,204.00,0.00,0.00,18.00
2004-01-22,0.00,204.00,0.00,0.00,17.60
2004-01-23,0.00,202.00,0.00,0.00,18.30
2004-01-24,0.00,196.00,0.00,0.00,17.60
2004-01-25,0.00,191.00,0.00,0.00,16.90
2004-01-26,0.00,185.00,0.00,0.00,15.50
2004-01-27,0.00,167.00,0.00,0.00,14.90
2004-01-28,0.00,196.00,0.00,0.00,14.20
2004-01-29,0.00,202.00,0.00,0.00,14.20
2004-01-30,0.00,221.00,0.00,0.00,16.20
2004-01-31,0.00,233.00,0.00,0.00,14.20
2004-02-01,0.00,220.00,0.00,0.00,14.20
2004-02-02,0.00,216.00,0.00,0.00,16.20
2004-02-03,0.00,202.00,0.00,0.00,19.00
2004-02-04,0.00,202.00,0.00,0.00,22.00
2004-02-05,0.00,199.00,0.00,0.00,16.90
2004-02-06,0.00,189.00,0.00,0.00,16.90
2004-02-07,0.00,187.00,0.00,0.00,16.20
2004-02-08,0.00,189.00,0.00,0.00,16.20
2004-02-09,0.00,178.00,0.00,0.00,16.20
2004-02-10,0.00,176.00,0.00,0.00,16.20
2004-02-11,0.00,183.00,0.00,0.00,14.90
2004-02-12,0.00,208.00,0.00,0.00,14.20
2004-02-13,0.00,207.00,0.00,0.00,14.20
2004-02-14,0.00,234.00,0.00,0.00,14.20
2004-02-15,0.00,237.00,0.00,0.00,17.60
2004-02-16,0.00,239.00,0.00,0.00,25.20
2004-02-17,0.00,248.00,0.00,0.00,21.20
2004-02-18,0.00,255.00,0.00,0.00,33.70
2004-02-19,0.00,259.00,0.00,0.00,38.30
2004-02-20,0.00,267.00,0.00,0.00,54.40
2004-02-21,0.00,297.00,0.00,0.00,56.60
2004-02-22,0.00,309.00,0.00,0.00,57.70
2004-02-23,0.00,294.00,0.00,0.00,54.40
2004-02-24,0.00,280.00,0.00,0.00,51.20
2004-02-25,0.00,264.00,0.00,0.00,51.20
2004-02-26,0.00,252.00,0.00,0.00,50.20
2004-02-27,0.00,252.00,0.00,0.00,47.20
2004-02-28,0.00,254.00,0.00,0.00,48.10
2004-02-29,0.00,256.00,0.00,0.00,51.20
2004-03-01,0.00,0.00,0.00,0.00,58.80
2004-03-02,0.00,0.00,0.00,0.00,76.20
2004-03-03,0.00,0.00,0.00,0.00,99.40
2004-03-04,0.00,0.00,0.00,0.00,103.00
2004-03-05,0.00,0.00,0.00,0.00,109.00
2004-03-06,0.00,0.00,0.00,0.00,113.00
2004-03-07,0.00,0.00,0.00,0.00,117.00
2004-03-08,0.00,0.00,0.00,0.00,131.00
2004-03-09,0.00,0.00,0.00,0.00,143.00
2004-03-10,0.00,0.00,0.00,0.00,146.00
2004-03-11,0.00,0.00,0.00,0.00,147.00
2004-03-12,0.00,0.00,0.00,0.00,147.00
2004-03-13,0.00,0.00,0.00,0.00,147.00
2004-03-14,0.00,0.00,0.00,0.00,147.00
2004-03-15,0.00,0.00,0.00,0.00,151.00
2004-03-16,0.00,0.00,0.00,0.00,155.00
2004-03-17,0.00,0.00,0.00,0.00,155.00
2004-03-18,0.00,0.00,0.00,0.00,155.00
2004-03-19,0.00,0.00,0.00,0.00,155.00
2004-03-20,0.00,0.00,0.00,0.00,154.00
2004-03-21,0.00,0.00,0.00,0.00,138.00
2004-03-22,0.00,0.00,0.00,0.00,95.40
2004-03-23,0.00,0.00,0.00,0.00,43.10
2004-03-24,65.90,0.00,0.00,0.00,51.20
2004-03-25,66.70,0.00,0.00,0.00,43.10
2004-03-26,66.70,0.00,0.00,0.00,38.30
2004-03-27,65.90,0.00,0.00,0.00,37.30
2004-03-28,65.90,0.00,0.00,0.00,33.70
2004-03-29,65.90,0.00,0.00,0.00,31.90
2004-03-30,65.90,0.00,0.00,0.00,30.20
2004-03-31,65.90,0.00,0.00,0.00,30.20
2004-04-01,65.90,0.00,0.00,0.00,31.90
2004-04-02,65.90,0.00,0.00,0.00,33.70
2004-04-03,65.90,0.00,0.00,0.00,24.60
2004-04-04,65.90,0.00,0.00,0.00,44.10
2004-04-05,65.90,0.00,0.00,0.00,43.10
2004-04-06,66.70,0.00,0.00,0.00,47.10
2004-04-07,66.70,0.00,0.00,0.00,41.10
2004-04-08,68.20,0.00,0.00,0.00,43.20
2004-04-09,60.90,0.00,0.00,0.00,49.90
2004-04-10,41.30,0.00,0.00,0.00,44.80
2004-04-11,35.10,0.00,0.00,0.00,45.90
2004-04-12,30.60,0.00,0.00,0.00,49.60
2004-04-13,21.20,110.00,0.00,0.00,50.70
2004-04-14,19.80,142.00,0.00,0.00,45.60
2004-04-15,44.50,64.00,0.00,0.00,31.00
2004-04-16,61.40,0.00,0.00,0.00,27.10
2004-04-17,61.40,0.00,0.00,0.00,24.50
2004-04-18,61.40,0.00,0.00,0.00,32.50
2004-04-19,61.40,0.00,0.00,0.00,31.60
2004-04-20,61.40,0.00,0.00,0.00,49.40
2004-04-21,55.10,0.00,0.00,0.00,70.00
2004-04-22,41.30,0.00,0.00,0.00,72.30
2004-04-23,41.90,0.00,0.00,0.00,73.50
2004-04-24,32.60,217.00,0.00,0.00,67.80
2004-04-25,18.30,181.00,0.00,0.00,52.80
2004-04-26,33.70,107.00,0.00,0.00,42.10
2004-04-27,41.90,74.00,0.00,3.40,48.20
2004-04-28,39.40,0.00,0.00,6.70,58.80
2004-04-29,32.70,0.00,0.00,6.70,92.70
2004-04-30,28.10,0.00,0.00,6.70,76.20
2004-05-01,24.30,0.00,0.00,10.10,70.20
2004-05-02,22.80,0.00,0.00,9.80,70.20
2004-05-03,24.80,0.00,0.00,9.80,72.60
2004-05-04,60.20,0.00,0.00,9.80,71.40
2004-05-05,86.00,0.00,0.00,9.70,82.40
2004-05-06,86.00,0.00,0.00,9.70,120.00
2004-05-07,87.70,0.00,0.00,10.90,143.00
2004-05-08,89.40,0.00,11.00,15.50,113.00
2004-05-09,89.40,0.00,15.00,14.70,51.20
2004-05-10,58.30,0.00,15.00,14.50,41.10
2004-05-11,51.00,0.00,20.00,14.90,39.20
2004-05-12,53.40,0.00,25.00,15.40,21.20
2004-05-13,46.20,0.00,25.00,15.70,22.00
2004-05-14,47.10,89.00,23.00,18.50,23.60
2004-05-15,47.90,118.00,22.00,20.50,24.40
2004-05-16,47.20,125.00,21.00,21.00,28.30
2004-05-17,47.20,107.00,20.00,17.70,50.20
2004-05-18,47.20,0.00,17.00,14.00,47.10
2004-05-19,47.20,0.00,16.00,13.40,57.00
2004-05-20,58.60,0.00,14.00,12.80,39.20
2004-05-21,71.40,0.00,14.00,14.80,26.40
2004-05-22,71.40,0.00,14.00,18.90,34.60
2004-05-23,71.40,0.00,14.00,19.50,47.10
2004-05-24,70.60,0.00,15.00,19.60,51.20
2004-05-25,70.60,0.00,15.60,19.30,52.30
2004-05-26,70.60,0.00,14.40,19.00,122.00
2004-05-27,67.50,0.00,14.00,18.90,143.00
2004-05-28,67.50,0.00,14.00,18.40,155.00
2004-05-29,55.20,0.00,14.00,17.70,154.00
2004-05-30,52.00,0.00,13.00,17.00,152.00
2004-05-31,51.30,0.00,13.00,16.10,149.00
2004-06-01,50.60,0.00,13.00,15.10,155.00
2004-06-02,49.20,0.00,13.00,12.30,138.00
2004-06-03,41.10,0.00,17.00,9.70,137.00
2004-06-04,36.30,0.00,21.00,9.40,135.00
2004-06-05,36.30,0.00,22.00,9.30,132.00
2004-06-06,36.30,0.00,22.00,9.30,125.00
2004-06-07,36.30,0.00,22.00,14.60,120.00
2004-06-08,36.90,0.00,22.00,20.40,79.90
2004-06-09,68.40,0.00,22.00,20.60,80.20
2004-06-10,82.70,0.00,22.00,20.70,116.00
2004-06-11,81.00,0.00,22.00,12.40,146.00
2004-06-12,79.40,0.00,22.00,11.40,147.00
2004-06-13,51.30,0.00,22.00,18.50,131.00
2004-06-14,40.60,0.00,22.00,22.40,125.00
2004-06-15,40.00,0.00,20.00,17.30,131.00
2004-06-16,41.90,0.00,18.00,12.30,128.00
2004-06-17,41.90,0.00,18.00,17.00,110.00
2004-06-18,41.30,0.00,12.00,20.20,106.00
2004-06-19,40.60,69.00,5.50,19.00,125.00
2004-06-20,40.00,200.00,1.50,18.20,141.00
2004-06-21,40.60,192.00,0.00,18.20,102.00
2004-06-22,39.40,190.00,0.00,17.80,159.10
2004-06-23,37.50,191.00,0.00,17.50,170.00
2004-06-24,36.90,92.00,0.00,17.20,162.00
2004-06-25,37.50,0.00,0.00,17.20,147.00
2004-06-26,36.90,0.00,0.00,17.70,143.00
2004-06-27,38.10,0.00,4.40,17.80,151.00
2004-06-28,62.30,0.00,6.60,17.30,168.00
2004-06-29,73.70,0.00,7.60,17.00,138.10
2004-06-30,72.10,0.00,8.90,10.60,122.00
2004-07-01,71.40,0.00,8.90,4.90,122.00
2004-07-02,71.40,48.00,8.30,4.90,108.00
2004-07-03,69.80,156.00,8.10,5.30,111.00
2004-07-04,69.00,161.00,8.10,5.60,106.00
2004-07-05,49.00,99.00,13.00,5.60,130.00
2004-07-06,41.50,0.00,16.00,5.70,128.00
2004-07-07,52.00,0.00,16.00,5.80,111.00
2004-07-08,46.80,0.00,16.00,2.23,92.70
2004-07-09,55.80,0.00,17.00,0.00,69.10
2004-07-10,89.70,0.00,18.00,0.00,66.70
2004-07-11,68.80,0.00,21.00,0.00,43.10
2004-07-12,40.00,0.00,22.00,0.00,32.80
2004-07-13,38.10,0.00,22.00,0.00,25.20
2004-07-14,37.50,0.00,22.00,0.00,22.80
2004-07-15,36.90,0.00,22.00,0.00,24.40
2004-07-16,35.70,0.00,22.00,0.00,27.60
2004-07-17,71.70,0.00,22.00,0.00,30.20
2004-07-18,101.00,0.00,22.00,0.00,40.00
2004-07-19,99.10,0.00,22.00,0.00,28.40
2004-07-20,98.20,0.00,22.00,0.00,26.80
2004-07-21,95.50,0.00,19.00,0.00,25.80
2004-07-22,63.70,0.00,15.00,0.00,25.20
2004-07-23,54.10,0.00,0.00,0.00,26.00
2004-07-24,53.40,0.00,0.00,0.00,31.00
2004-07-25,51.30,120.00,0.00,0.00,43.10
2004-07-26,49.90,106.00,0.00,0.00,52.20
2004-07-27,49.90,115.00,0.00,0.00,53.40
2004-07-28,49.90,59.00,0.00,0.00,50.20
2004-07-29,49.20,0.00,0.00,0.00,75.00
2004-07-30,48.60,0.00,0.00,0.00,92.70
2004-07-31,47.90,0.00,0.00,0.00,77.50
2004-08-01,47.20,0.00,0.00,0.00,71.40
2004-08-02,71.30,0.00,3.20,0.00,78.70
2004-08-03,77.80,0.00,5.80,0.00,79.90
2004-08-04,60.50,0.00,6.20,0.00,58.80
2004-08-05,43.70,0.00,7.50,0.00,51.20
2004-08-06,53.60,0.00,11.00,0.00,62.20
2004-08-07,69.80,0.00,12.00,0.00,75.00
2004-08-08,67.50,0.00,12.00,0.00,77.50
2004-08-09,58.10,0.00,12.00,0.00,81.20
2004-08-10,52.00,0.00,12.00,0.00,78.20
2004-08-11,77.70,0.00,12.00,0.00,81.20
2004-08-12,87.70,0.00,17.00,0.00,77.50
2004-08-13,86.00,0.00,20.00,0.00,69.10
2004-08-14,84.40,0.00,20.00,0.00,62.20
2004-08-15,82.00,0.00,20.00,0.00,56.60
2004-08-16,42.90,0.00,20.00,0.00,54.40
2004-08-17,36.60,0.00,19.60,0.00,52.30
2004-08-18,40.60,0.00,13.40,0.00,57.10
2004-08-19,13.70,0.00,10.00,0.00,56.10
2004-08-20,27.50,244.48,9.70,0.00,39.20
2004-08-21,38.10,345.77,8.50,0.00,42.10
2004-08-22,38.10,227.00,8.10,0.00,42.90
2004-08-23,38.10,0.00,8.10,0.00,41.10
2004-08-24,38.10,0.00,8.10,0.00,43.10
2004-08-25,38.10,0.00,7.70,0.00,64.40
2004-08-26,38.10,0.00,7.70,0.00,59.90
2004-08-27,38.70,0.00,7.50,0.00,42.10
2004-08-28,36.90,0.00,7.50,0.00,41.10
2004-08-29,36.30,0.00,7.50,0.00,43.10
2004-08-30,49.30,0.00,7.70,0.00,45.10
2004-08-31,52.70,0.00,7.80,0.00,47.10
2004-09-01,52.70,0.00,7.90,0.00,59.90
2004-09-02,52.70,0.00,7.90,0.00,86.20
2004-09-03,52.70,0.00,7.90,0.00,83.70
2004-09-04,53.10,0.00,7.90,0.00,85.00
2004-09-05,53.40,0.00,7.70,0.00,99.40
2004-09-06,52.70,116.00,7.70,0.00,99.40
2004-09-07,52.70,218.00,7.80,0.00,88.10
2004-09-08,52.70,178.00,7.90,0.00,83.70
2004-09-09,52.00,176.00,7.90,0.00,93.50
2004-09-10,53.56,176.00,8.10,0.00,106.00
2004-09-11,55.26,188.00,8.10,0.00,117.00
2004-09-12,55.14,74.00,8.10,0.00,109.00
2004-09-13,55.13,0.00,7.90,0.00,95.40
2004-09-14,54.49,0.00,7.80,0.00,82.40
2004-09-15,54.44,0.00,7.90,0.00,94.00
2004-09-16,54.13,0.00,7.90,0.00,92.70
2004-09-17,53.70,0.00,7.90,0.00,79.90
2004-09-18,53.18,0.00,7.90,0.00,108.00
2004-09-19,53.18,0.00,7.90,0.00,116.00
2004-09-20,53.39,0.00,7.70,0.00,129.00
2004-09-21,56.36,0.00,7.70,0.00,137.00
2004-09-22,56.70,0.00,6.80,0.00,125.00
2004-09-23,54.89,310.00,5.90,0.00,129.00
2004-09-24,52.70,377.00,5.90,0.00,143.00
2004-09-25,52.70,373.00,5.90,0.00,134.00
2004-09-26,52.00,189.00,5.70,0.00,129.00
2004-09-27,52.70,186.00,5.90,0.00,131.00
2004-09-28,52.70,180.00,6.20,0.00,143.00
2004-09-29,52.00,276.00,5.90,0.00,143.00
2004-09-30,52.00,184.00,6.20,0.00,115.00
2004-10-01,52.00,193.00,2.50,0.00,117.00
2004-10-02,51.30,203.00,0.00,0.00,127.00
2004-10-03,51.00,194.00,0.00,0.00,138.00
2004-10-04,50.60,172.00,0.00,0.00,134.00
2004-10-05,40.70,168.00,0.00,0.00,129.00
2004-10-06,32.10,170.00,0.00,0.00,131.00
2004-10-07,31.50,222.00,0.00,0.00,129.00
2004-10-08,30.90,180.00,0.00,0.00,117.00
2004-10-09,30.90,174.00,0.00,0.00,117.00
2004-10-10,30.70,174.00,0.00,0.00,82.70
2004-10-11,30.40,185.00,0.00,0.00,26.40
2004-10-12,30.40,198.00,0.00,0.00,55.50
2004-10-13,31.50,317.00,0.00,0.00,62.20
2004-10-14,30.90,462.00,0.00,0.00,67.90
2004-10-15,30.40,443.00,0.00,0.00,73.80
2004-10-16,30.70,443.00,0.00,0.00,62.20
2004-10-17,30.90,444.00,0.00,0.00,44.10
2004-10-18,31.50,451.00,0.00,0.00,32.80
2004-10-19,30.90,449.00,0.00,0.00,24.40
2004-10-20,30.90,445.00,0.00,0.00,20.50
2004-10-21,30.90,397.00,0.00,0.00,16.90
2004-10-22,30.90,233.00,0.00,0.00,27.60
2004-10-23,30.40,210.00,0.00,0.00,19.80
2004-10-24,30.40,238.00,0.00,0.00,14.20
2004-10-25,30.40,228.00,0.00,0.00,14.20
2004-10-26,30.40,216.00,0.00,0.00,14.20
2004-10-27,30.40,211.00,0.00,0.00,14.20
2004-10-28,30.40,246.00,0.00,0.00,14.20
2004-10-29,30.40,267.00,0.00,0.00,14.20
2004-10-30,30.40,281.00,0.00,0.00,14.20
2004-10-31,30.40,385.00,0.00,0.00,14.20
2004-11-01,30.40,413.00,0.00,0.00,49.00
2004-11-02,30.40,439.00,0.00,0.00,70.00
2004-11-03,30.40,476.00,0.00,0.00,95.00
2004-11-04,30.40,464.00,0.00,0.00,126.00
2004-11-05,10.00,449.00,0.00,0.00,150.00
2004-11-06,0.00,435.00,0.00,0.00,159.00
2004-11-07,0.00,433.00,0.00,0.00,164.00
2004-11-08,0.00,431.00,0.00,0.00,166.00
2004-11-09,0.00,428.00,0.00,0.00,167.00
2004-11-10,0.00,376.00,0.00,0.00,168.00
2004-11-11,0.00,305.00,0.00,0.00,175.00
2004-11-12,0.00,289.00,0.00,0.00,188.00
2004-11-13,0.00,278.00,0.00,0.00,201.00
2004-11-14,0.00,263.00,0.00,0.00,208.00
2004-11-15,0.00,255.00,0.00,0.00,212.00
2004-11-16,0.00,246.00,0.00,0.00,213.00
2004-11-17,0.00,261.00,0.00,0.00,214.00
2004-11-18,0.00,237.00,0.00,0.00,217.00
2004-11-19,0.00,239.00,0.00,0.00,219.00
2004-11-20,0.00,237.00,0.00,0.00,217.00
2004-11-21,0.00,234.00,0.00,0.00,217.00
2004-11-22,0.00,240.00,0.00,0.00,221.00
2004-11-23,0.00,236.00,0.00,0.00,219.00
2004-11-24,0.00,250.00,0.00,0.00,222.00
2004-11-25,0.00,291.00,0.00,0.00,225.00
2004-11-26,0.00,290.00,0.00,0.00,225.00
2004-11-27,0.00,290.00,0.00,0.00,224.00
2004-11-28,0.00,306.00,0.00,0.00,229.00
2004-11-29,0.00,289.00,0.00,0.00,229.00
2004-11-30,0.00,290.00,0.00,0.00,202.00
2004-12-01,0.00,282.00,0.00,0.00,140.00
2004-12-02,0.00,271.00,0.00,0.00,0.00
2004-12-03,0.00,285.00,0.00,0.00,0.00
2004-12-04,0.00,313.00,0.00,0.00,0.00
2004-12-05,0.00,320.00,0.00,0.00,0.00
2004-12-06,0.00,332.00,0.00,0.00,0.00
2004-12-07,0.00,332.00,0.00,0.00,0.00
2004-12-08,0.00,313.00,0.00,0.00,0.00
2004-12-09,0.00,255.00,0.00,0.00,36.00
2004-12-10,0.00,204.00,0.00,0.00,77.80
2004-12-11,0.00,194.00,0.00,0.00,106.00
2004-12-12,0.00,185.00,0.00,0.00,108.00
2004-12-13,0.00,183.00,0.00,0.00,101.00
2004-12-14,0.00,210.00,0.00,0.00,100.00
2004-12-15,0.00,225.00,0.00,0.00,90.00
2004-12-16,0.00,221.00,0.00,0.00,78.00
2004-12-17,0.00,212.00,0.00,0.00,75.00
2004-12-18,0.00,216.00,0.00,0.00,80.00
2004-12-19,0.00,215.00,0.00,0.00,81.00
2004-12-20,0.00,217.00,0.00,0.00,77.00
2004-12-21,0.00,217.00,0.00,0.00,79.00
2004-12-22,0.00,207.00,0.00,0.00,48.00
2004-12-23,0.00,185.00,0.00,0.00,0.00
2004-12-24,0.00,122.00,0.00,0.00,0.00
2004-12-25,0.00,71.00,0.00,0.00,0.00
2004-12-26,0.00,55.00,0.00,0.00,0.00
2004-12-27,0.00,102.00,0.00,0.00,31.00
2004-12-28,0.00,116.00,0.00,0.00,40.00
2004-12-29,0.00,138.00,0.00,0.00,56.00
2004-12-30,0.00,176.00,0.00,0.00,56.00
2004-12-31,0.00,170.00,0.00,0.00,56.00
2005-01-01,0.00,189.00,0.00,0.00,30.00
2005-01-02,0.00,189.00,0.00,0.00,30.00
2005-01-03,0.00,187.00,0.00,0.00,30.00
2005-01-04,0.00,140.00,0.00,0.00,30.00
2005-01-05,0.00,83.00,0.00,0.00,30.00
2005-01-06,0.00,49.00,0.00,0.00,0.00
2005-01-07,0.00,10.00,0.00,0.00,0.00
2005-01-08,0.00,76.00,0.00,0.00,0.00
2005-01-09,0.00,166.00,0.00,0.00,0.00
2005-01-10,0.00,209.00,0.00,0.00,0.00
2005-01-11,0.00,202.00,0.00,0.00,0.00
2005-01-12,0.00,162.00,0.00,0.00,0.00
2005-01-13,0.00,163.00,0.00,0.00,0.00
2005-01-14,0.00,187.00,0.00,0.00,0.00
2005-01-15,0.00,143.00,0.00,0.00,0.00
2005-01-16,0.00,90.00,0.00,0.00,0.00
2005-01-17,0.00,90.00,0.00,0.00,0.00
2005-01-18,0.00,90.00,0.00,0.00,0.00
2005-01-19,0.00,90.00,0.00,0.00,12.00
2005-01-20,0.00,171.00,0.00,0.00,56.00
2005-01-21,0.00,226.00,0.00,0.00,71.00
2005-01-22,0.00,231.00,0.00,0.00,73.00
2005-01-23,0.00,231.00,0.00,0.00,75.00
2005-01-24,0.00,226.00,0.00,0.00,70.00
2005-01-25,0.00,231.00,0.00,0.00,65.00
2005-01-26,0.00,227.00,0.00,0.00,60.00
2005-01-27,0.00,207.00,0.00,0.00,52.00
2005-01-28,0.00,210.00,0.00,0.00,45.00
2005-01-29,0.00,218.00,0.00,0.00,40.00
2005-01-30,0.00,221.00,0.00,0.00,36.00
2005-01-31,0.00,231.00,0.00,0.00,35.00
2005-02-01,0.00,237.00,0.00,0.00,33.20
2005-02-02,0.00,235.00,0.00,0.00,30.00
2005-02-03,0.00,225.00,0.00,0.00,30.00
2005-02-04,0.00,225.00,0.00,0.00,30.00
2005-02-05,0.00,223.00,0.00,0.00,31.00
2005-02-06,0.00,223.00,0.00,0.00,31.00
2005-02-07,0.00,216.00,0.00,0.00,30.00
2005-02-08,0.00,212.00,0.00,0.00,19.00
2005-02-09,0.00,208.00,0.00,0.00,16.00
2005-02-10,0.00,186.00,0.00,0.00,27.00
2005-02-11,0.00,178.00,0.00,0.00,28.00
2005-02-12,0.00,180.00,0.00,0.00,28.00
2005-02-13,0.00,180.00,0.00,0.00,28.00
2005-02-14,0.00,184.00,0.00,0.00,26.00
2005-02-15,0.00,186.00,0.00,0.00,23.00
2005-02-16,0.00,183.00,0.00,0.00,21.50
2005-02-17,0.00,0.00,0.00,0.00,25.00
2005-02-18,0.00,0.00,0.00,0.00,26.00
2005-02-19,0.00,138.00,0.00,0.00,27.00
2005-02-20,0.00,205.00,0.00,0.00,27.00
2005-02-21,0.00,215.00,0.00,0.00,26.00
2005-02-22,0.00,214.00,0.00,0.00,25.00
2005-02-23,0.00,188.00,0.00,0.00,24.00
2005-02-24,0.00,142.00,0.00,0.00,23.00
2005-02-25,0.00,134.00,0.00,0.00,23.00
2005-02-26,0.00,135.00,0.00,0.00,18.00
2005-02-27,0.00,127.00,0.00,0.00,17.00
2005-02-28,0.00,119.00,0.00,0.00,20.00
2005-03-01,0.00,113.00,0.00,0.00,22.40
2005-03-02,0.00,99.00,0.00,0.00,44.00
2005-03-03,0.00,93.00,0.00,0.00,75.00
2005-03-04,0.00,86.00,0.00,0.00,103.00
2005-03-05,0.00,82.00,0.00,0.00,125.00
2005-03-06,0.00,69.00,0.00,0.00,140.00
2005-03-07,0.00,65.00,0.00,0.00,144.00
2005-03-08,0.00,112.00,0.00,0.00,152.00
2005-03-09,0.00,113.00,0.00,0.00,159.00
2005-03-10,0.00,121.00,0.00,0.00,163.00
2005-03-11,0.00,131.00,0.00,0.00,164.00
2005-03-12,0.00,132.00,0.00,0.00,164.00
2005-03-13,0.00,139.00,0.00,0.00,173.00
2005-03-14,0.00,143.00,0.00,0.00,179.00
2005-03-15,0.00,156.00,0.00,0.00,182.00
2005-03-16,0.00,151.00,0.00,0.00,185.00
2005-03-17,0.00,146.00,0.00,0.00,189.00
2005-03-18,0.00,137.00,0.00,0.00,191.00
2005-03-19,0.00,168.00,0.00,0.00,182.00
2005-03-20,0.00,200.00,0.00,0.00,180.00
2005-03-21,0.00,204.00,0.00,0.00,186.00
2005-03-22,0.00,222.00,0.00,0.00,151.00
2005-03-23,0.00,261.00,0.00,0.00,84.00
2005-03-24,0.00,261.00,0.00,0.00,42.60
2005-03-25,0.00,264.00,0.00,0.00,35.80
2005-03-26,0.00,304.00,0.00,0.00,35.60
2005-03-27,0.00,264.00,0.00,0.00,31.40
2005-03-28,0.00,240.00,0.00,0.00,36.50
2005-03-29,0.00,229.00,0.00,0.00,40.20
2005-03-30,0.00,242.00,0.00,0.00,37.50
2005-03-31,0.00,283.00,0.00,0.00,40.30
2005-04-01,0.00,277.00,0.00,0.00,45.00
2005-04-02,0.00,99.00,0.00,0.00,42.00
2005-04-03,0.00,51.00,0.00,0.00,34.00
2005-04-04,0.00,45.00,0.00,0.00,44.00
2005-04-05,51.30,53.00,0.00,0.00,60.00
2005-04-06,52.70,54.00,0.00,0.00,51.00
2005-04-07,52.70,61.00,0.00,0.00,52.00
2005-04-08,50.30,68.00,0.00,0.00,56.00
2005-04-09,50.30,83.00,0.00,0.00,52.00
2005-04-10,46.50,62.00,0.00,0.00,52.00
2005-04-11,38.10,130.00,0.00,0.00,56.00
2005-04-12,32.10,156.00,0.00,0.00,53.00
2005-04-13,30.90,140.00,0.00,0.00,50.00
2005-04-14,30.40,67.00,0.00,0.00,58.00
2005-04-15,30.40,74.00,0.00,0.00,45.00
2005-04-16,30.40,1.00,0.00,0.00,39.00
2005-04-17,35.80,74.00,0.00,0.00,51.00
2005-04-18,36.90,47.00,0.00,2.12,45.00
2005-04-19,36.90,35.00,0.00,6.70,23.00
2005-04-20,36.90,145.00,0.00,6.70,19.00
2005-04-21,33.30,133.00,0.00,7.00,26.00
2005-04-22,33.30,145.00,0.00,6.80,51.00
2005-04-23,32.70,158.10,0.00,7.40,62.00
2005-04-24,39.50,184.70,0.00,7.60,65.00
2005-04-25,42.60,187.10,0.00,7.30,64.00
2005-04-26,57.00,187.60,0.00,7.40,57.00
2005-04-27,57.00,188.40,0.00,7.20,48.00
2005-04-28,57.10,185.60,0.00,6.80,45.00
2005-04-29,28.80,148.90,0.00,6.70,45.00
2005-04-30,21.20,132.50,0.00,6.50,49.00
2005-05-01,21.20,303.00,0.00,6.50,48.00
2005-05-02,21.20,280.00,0.00,6.50,49.00
2005-05-03,21.20,293.00,0.00,6.50,57.00
2005-05-04,21.20,257.00,0.00,6.70,54.00
2005-05-05,20.70,246.00,0.00,7.10,63.00
2005-05-06,20.70,281.00,0.00,7.20,65.00
