WDID,Structure_Name,Structure Name AKAs,CIU_Code,Structure_Type,Water_Source,GNIS_ID,Stream_Mile,Associated Case Numbers,Associated Permits,Associated Meters,Contacts,User Assocation,POR Start,POR End,Div,WD,County,Designated Basin,Management District,Q10,Q40,Q160,Section,Township,Range,PM,Distance E/W,Direction E/W,Distance N/S,Direction N/S,UTM x,UTM y,Latitude,Longitude,Modified,More_Information
0301086,DOUGLAS SEEP DITCH NO 2,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,52.81,CA2031,,,"REU, TERRY",,,,1,3,LARIMER,,,NW,SW,SW,34,9.0 N,69.0 W,S,336,W,1256,S,490402.7,4505623.5,40.701462,-105.113602,8/13/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301086
0301087,SPRING CANON RES FDR D,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,SPRING CREEK,00177376,,,,,NO INFORMATION,,,,1,3,LARIMER,,,,,,,,,,,,,,,,,,8/12/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301087
0301088,NEW MERCER D SPG CR DIVR,,Active structure but diversion records are not maintained (U),DITCH,SPRING CREEK,00177376,5.12,"05CW0323, 92CW0129, CA11217",,,NEW MERCER DITCH CO,,,,1,3,LARIMER,,,SW,SW,SE,22,7.0 N,69.0 W,S,,,,,491101,4489273,40.554171,-105.105108,10/6/2005 9:09,https://dnrweb.state.co.us/CDSS/Structures/Details/0301088
0301089,WILLIAM C EVANS SEEP D,,Non-existent structure with no contemporary or historical record (N),DITCH,SPRING CREEK,00177376,4.92,"10/25/1904, 91CW0121",,,NO INFORMATION,,,,1,3,LARIMER,,,NE,SW,SE,22,7.0 N,69.0 W,S,,,,,491354.9,4489407.2,40.555382,-105.102111,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301089
0301091,SHERWOOD IRR DITCH,,Active structure but diversion records are not maintained (U),DITCH,SPRING CREEK,00177376,3.74,"CA11217, CA2031",,,SHERWOOD IRRIG CO,,,,1,3,LARIMER,,,NE,SE,NW,23,7.0 N,69.0 W,S,,,,,492567.5,4490206.7,40.562597,-105.087797,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301091
0301092,SPRING CREEK DITCH,,Active structure but diversion records are not maintained (U),DITCH,SPRING CREEK,00177376,1.43,"84CW0204, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,NW,NE,NW,19,7.0 N,68.0 W,S,1325,W,577,N,495496.4,4490520.5,40.567348,-105.0532,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301092
0301095,COLLEGE LAKE FDR D,,Active Structure with contemporary diversion records (A),DITCH,DIXON CREEK,00177377,1.39,,,,"COLORADO STATE UNIVERSITY (HURT, NANCY)",,11/1/2006,10/31/2010,1,3,LARIMER,,,,SW,NE,7,7.0 N,69.0 W,S,,,,,486550,4493223,40.589694,-105.158949,3/29/2008 11:13,https://dnrweb.state.co.us/CDSS/Structures/Details/0301095
0301096,JOHNSON DITCH,,Active structure but diversion records are not maintained (U),DITCH,PARK CREEK,00170192,9.38,"11CW0263, CA2031",,,"MILLER, CHARLES P.",,,,1,3,LARIMER,,,SW,NE,SW,17,10.0 N,69.0 W,S,3748,E,1406,S,487646.5,4519995,40.830891,-105.146514,9/30/2003 11:43,https://dnrweb.state.co.us/CDSS/Structures/Details/0301096
0301097,TIMNATH DRAIN IRR DITCH,,Non-existent structure with no contemporary or historical record (N),DITCH,CACHE LA POUDRE RIVER,00205018,40.79,"91CW0121, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,NW,NW,SW,16,7.0 N,68.0 W,S,5,W,2018,S,498292.1,4491291.5,40.574303,-105.02018,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301097
0301098,HARRIS DITCH 1,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CACHE LA POUDRE RIVER,00205018,40.36,"84CW0204, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,NW,NW,NW,21,7.0 N,68.0 W,S,,,,,498382.5,4490573.1,40.565929,-105.019108,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301098
0301099,KLUVER PUMP SYS 8,,Active structure but diversion records are not maintained (U),DITCH,COOPER SLOUGH,00177419,1.82,"11CW0263, CA11217",,,ANHEUSER-BUSCH INC,,,,1,3,LARIMER,,,NE,NW,NW,4,7.0 N,68.0 W,S,1066,W,25,N,498648.3,4495469.5,40.610041,-105.015978,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301099
0301100,SINNARD SEEPAGE DITCH,,Active structure but diversion records are not maintained (U),DITCH,COOPER SLOUGH,00177419,1.7,"91CW0121, CA11217",,,NO INFORMATION,,,,1,3,LARIMER,,,SE,NE,SE,4,7.0 N,68.0 W,S,,,,,499804.9,4494367.2,40.600112,-105.002306,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301100
0301101,KITCHELL LADD DITCH,,Active structure but diversion records are not maintained (U),DITCH,COOPER SLOUGH,00177419,0.77,CA0320,,,"MILLER MOHLER, LLC, MILLER WEINGARTEN REALTY); NO INFORMATION",,,,1,3,LARIMER,,,,,SW,10,7.0 N,68.0 W,S,,,,,500302.4,4492657.6,40.58471,-104.996427,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301101
0301102,ABRAM WASHBURN DITCH 1,ABRAM WASHBURN D NO 1,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,COOPER SLOUGH,00177419,0,"84CW0204, CA0320",,,NO INFORMATION,,,,1,3,LARIMER,,,,,NE,16,7.0 N,68.0 W,S,,,,,499496.5,4491866.1,40.577579,-105.005949,3/5/2002 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301102
0301103,ABRAM WASHBURN DITCH 2,ABRAM WASHBURN D NO 2,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,COOPER SLOUGH,00177419,0,"84CW0204, CA0320",,,NO INFORMATION,,,,1,3,LARIMER,,,,,NE,16,7.0 N,68.0 W,S,,,,,499496.5,4491866.1,40.577579,-105.005949,3/5/2002 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301103
0301104,LARIMER CO NO 2 SPG CR,,Active structure but diversion records are not maintained (U),DITCH,SPRING CREEK,00177376,4.89,"05CW0323, 92CW0129, CA11271",,,NO INFORMATION,,,,1,3,LARIMER,,,NE,SW,SE,22,7.0 N,69.0 W,S,,,,,491270,4489458,40.555839,-105.103114,1/6/2004 11:55,https://dnrweb.state.co.us/CDSS/Structures/Details/0301104
0301105,HARRIS DITCH 2,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,COOPER SLOUGH,00177419,0,"91CW0121, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,,,NW,21,7.0 N,68.0 W,S,,,,,498687,4490261.6,40.563124,-105.01551,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301105
0301106,STURDEVANT DITCH 1,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,39.35,CA0320,,,"WOODHAMS, C",,,,1,3,LARIMER,,,,,,13,11.0 N,70.0 W,S,,,,,484709.4,4530156,40.922376,-105.181598,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301106
0301107,STURDEVANT DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,39.35,CA0320,,,"WOODHAMS, C",,,,1,3,LARIMER,,,,,,13,11.0 N,70.0 W,S,,,,,484709.4,4530156,40.922376,-105.181598,8/11/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301107
0301108,ROBERTS DITCH NO 3,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,36.99,"91CW0121, CA2031",,,"ROBERTS, J E.",,,,1,3,LARIMER,,,,,SW,19,11.0 N,69.0 W,S,,,,,485910.5,4528027.9,40.903227,-105.167285,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301108
0301109,MARTIN CALLOWAY DITCH,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,37.42,"16CW3079, CA0320, CA3118",,,MARTIN CALLOWAY DITCH CO,,5/16/1977,7/30/1977,1,3,LARIMER,,,,SW,NW,19,11.0 N,69.0 W,S,,,,,485659,4528462,40.907133,-105.170281,10/6/2005 9:05,https://dnrweb.state.co.us/CDSS/Structures/Details/0301109
0301110,GREENACRE DITCH,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,34.6,"91CW0121, CA2031",,,E F MUNROE ESTATE,,,,1,3,LARIMER,,,,,SE,31,11.0 N,69.0 W,S,,,,,486759.7,4524776.8,40.873954,-105.157133,3/3/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301110
0301111,BUCKEYE DITCH,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,30.68,CA2674,,,"ACKERMAN, ED",,,,1,3,LARIMER,,,SW,NW,SE,9,10.0 N,69.0 W,S,,,,,489721,4521604,40.845415,-105.121937,3/3/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301111
0301112,NOAH PHILO BRISTOL D,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,28.11,"CA0320, CA2674",,,"ACKERMAN, ED",,,,1,3,LARIMER,,,,NE,SW,14,10.0 N,69.0 W,S,,,,,492575.6,4520177.7,40.832597,-105.088057,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301112
0301113,BOXELDER RES CO DITCH,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,26.54,CA0320,,,"NORTH POUDRE IRRIGATION CO (SMITH, STEVE)",,,,1,3,LARIMER,,,SE,SE,NW,24,10.0 N,69.0 W,S,,,,,494281.2,4518850.2,40.820652,-105.067815,9/30/2005 9:04,https://dnrweb.state.co.us/CDSS/Structures/Details/0301113
0301114,GARRETT BROS SEEP DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,CACHE LA POUDRE RIVER,00205018,41.62,"01CW0273, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,,,SE,22,8.0 N,68.0 W,S,,,,,501152.1,4499071.7,40.642493,-104.986374,7/19/2013 15:46,https://dnrweb.state.co.us/CDSS/Structures/Details/0301114
0301115,BOXELDER CHANNEL DITCH 1,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,8.21,CA2031,,,"DAY, JOHN W.",,5/4/1955,8/18/1979,1,3,LARIMER,,,NW,NW,SE,27,8.0 N,68.0 W,S,2608,E,3991,N,500730.4,4497455,40.62793,-104.991364,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301115
0301116,BOXELDER CHANNEL DITCH L,,Active Structure with contemporary diversion records (A),DITCH,BOXELDER CREEK,00180469,,,,,"DAY, JOHN W.",,7/7/1969,9/10/2011,1,3,LARIMER,,,,,,,,,,,,,,,,,,8/12/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301116
0301117,GRAY LAKES FDR D,,Active structure but diversion records are not maintained (U),DITCH,BOXELDER CREEK,00180469,,,,,"LAKE CANAL RESERVOIR CO (GREEN, JUSIN & RODNEY NELSON)",,,,1,3,LARIMER,,,,,,,,,,,,,,,,,,8/12/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301117
0301118,MORSMAN HARRIS SEEP DR D,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CACHE LA POUDRE RIVER,00205018,45.88,"84CW0204, CA11217",,,NO INFORMATION,,,,1,3,LARIMER,,,SE,NE,SW,15,7.0 N,69.0 W,S,,,,,490961.2,4491237.2,40.571864,-105.106787,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301118
0301120,WESTERDOLL DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CACHE LA POUDRE RIVER,00205018,31.39,"84CW0204, CA11217",,,NO INFORMATION,,,,1,3,LARIMER,,,NE,NW,NE,22,6.0 N,68.0 W,S,,,,,501022.5,4480862,40.478443,-104.987937,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301120
0301121,WEBSTER DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,BOXELDER CREEK,00180469,4.57,"01CW0273, CA2031",,,NO INFORMATION,,6/22/1955,6/7/1972,1,3,LARIMER,,,,NW,NE,10,7.0 N,68.0 W,S,,,,,500908.2,4493645.2,40.593607,-104.989267,2/14/2007 13:53,https://dnrweb.state.co.us/CDSS/Structures/Details/0301121
0301122,R E DOTTS DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,BOXELDER CREEK,00180469,3.54,"84CW0204, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,,,SE,10,7.0 N,68.0 W,S,,,,,501112.8,4492642.6,40.584574,-104.986851,9/26/1989 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301122
0301123,TAYLOR HAWLEY DITCH,,"Inactive structure which physically exist, but no diversion records are maintained (I)",DITCH,BOXELDER CREEK,00180469,1.01,"91CW0121, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,,,NE,21,7.0 N,68.0 W,S,,,,,499495.9,4490243.1,40.562958,-105.005955,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301123
0301124,MCCLURE DITCH 1,,Active structure but diversion records are not maintained (U),DITCH,SAND CREEK,00170153,5.51,CA2031,,,NO INFORMATION,,,,1,3,LARIMER,,,,,NW,6,11.0 N,69.0 W,S,,,,,485934.4,4533636.1,40.953748,-105.167129,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301124
0301125,MCCLURE DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,SAND CREEK,00170153,5.51,CA2031,,,NO INFORMATION,,,,1,3,LARIMER,,,,,NW,6,11.0 N,69.0 W,S,,,,,485934.4,4533636.1,40.953748,-105.167129,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301125
0301126,RED CANON DITCH,,Active structure but diversion records are not maintained (U),DITCH,RED CANYON CREEK,00030005,0.57,CA2031,,,NO INFORMATION,,,,1,3,LARIMER,,,,,NW,6,11.0 N,69.0 W,S,,,,,485934.4,4533636.1,40.953748,-105.167129,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301126
0301127,INDIAN CREEK DRAIN DITCH,,Active structure but diversion records are not maintained (U),DITCH,INDIAN CREEK,00171083,4.81,CA2031,,,NO INFORMATION,,,,1,3,LARIMER,,,,,NE,26,9.0 N,68.0 W,S,,,,,502798.4,4507938.9,40.722371,-104.966865,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301127
0301130,CLARK DRAIN DITCH,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,35.17,"15CW3169, 88CW0237, CA2031",,,"O'NEILL, JOHN",,,,1,3,LARIMER,,,NW,NW,SE,35,7.0 N,68.0 W,S,,,,,502407.3,4486498,40.529215,-104.971578,11/12/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301130
0301131,SPRING CANON WASTEWAY,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,34.69,"01CW0109, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,NW,NW,NE,9,6.0 N,68.0 W,S,,,,,499437,4483953,40.506291,-105.006645,9/11/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301131
0301132,DAISY DR D,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,,,,,WOODS LAKE MUTUAL WATER & IRRIGATION CO (WOODS LAKE FARMS),,,,1,3,LARIMER,,,,,,,,,,,,,,,,,,8/12/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301132
0301134,BIG BEAVER RES IN D,,Active structure but diversion records are not maintained (U),DITCH,BEAVER CREEK,00177288,6.14,,,,"GREELEY, CITY OF (ATTN: WATER RESOURCES)",,,,1,3,LARIMER,,,,SE,SW,12,7.0 N,74.0 W,S,,,,,445548,4492660,40.582935,-105.643412,8/12/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301134
0301137,VAN HAMM DITCH,,Non-existent structure with no contemporary or historical record (N),DITCH,FOSSIL CREEK,00177415,10.77,"91CW0121, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,,,SW,1,6.0 N,69.0 W,S,,,,,493860.7,4484667.1,40.512701,-105.072468,11/13/1990 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301137
0301139,FAATZ DRAIN DITCH,,Active structure but diversion records are not maintained (U),DITCH,MAIL CREEK,00177417,2.21,"84CW0204, CA11217",,,NO INFORMATION,,,,1,3,LARIMER,,,NE,NE,NW,2,6.0 N,69.0 W,S,,,,,492556,4485762.6,40.52256,-105.087881,2/25/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301139
0301140,MCCLELLAND DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,MAIL CREEK,00177417,2.08,"84CW0204, CA11217",,,NO INFORMATION,,,,1,3,LARIMER,,,NW,NW,NE,2,6.0 N,69.0 W,S,,,,,492757.9,4485762.6,40.522562,-105.085497,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301140
0301142,MAIL CREEK DITCH,,Active structure but diversion records are not maintained (U),DITCH,MAIL CREEK,00177417,1.36,"05CW0323, 92CW0129, CA11217",,,NEW MERCER DITCH CO,,,,1,3,LARIMER,,,SE,NW,NW,1,6.0 N,69.0 W,S,,,,,493850,4485650,40.521556,-105.072603,10/6/2005 9:09,https://dnrweb.state.co.us/CDSS/Structures/Details/0301142
0301143,DUCK SLOUGH SEEP D SYS,,Active structure but diversion records are not maintained (U),DITCH,DUCK SLOUGH,00030004,2.8,"CA11217, W8638",,,KITCHELL RES CO,,,,1,3,LARIMER,,,NW,SE,NW,13,7.0 N,68.0 W,S,,,,,503684,4491759,40.576606,-104.956473,2/16/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301143
0301145,FINLEY SEEP DITCH,,Active structure but diversion records are not maintained (U),DITCH,DUCK SLOUGH,00030004,0,"84CW0204, CA2031",,,NO INFORMATION,,,,1,3,LARIMER,,,,,SW,12,6.0 N,68.0 W,S,,,,,503549.3,4482996.9,40.49767,-104.958114,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301145
0301146,FINLEY SEEP DITCH,,Active structure but diversion records are not maintained (U),DITCH,DUCK SLOUGH,00030004,,,,,NO INFORMATION,,,,1,3,LARIMER,,,,,,,,,,,,,,,,,,8/12/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301146
0301149,WILLIAMS DITCH 1,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,BLACK HOLLOW CREEK,00180463,2.74,"84CW0204, CA5362",,,ANDERSON WHEAT FARMS,,,,1,3,LARIMER,,,NW,NW,NW,21,8.0 N,67.0 W,S,459,W,234,N,508127.4,4500328.5,40.653776,-104.903863,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301149
0301150,WILLIAMS DITCH 2,,Non-existent structure with no contemporary or historical record (N),DITCH,BLACK HOLLOW CREEK,00180463,1.68,"11CW0263, CA5362",,,ANHEUSER-BUSCH INC,,,,1,3,WELD,,,NE,NE,NW,28,8.0 N,67.0 W,S,2994,E,139,N,508557.7,4498751.5,40.639565,-104.898795,2/24/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301150
0301152,CONSOLIDATED LAW DITCH,,Active structure but diversion records are not maintained (U),DITCH,BLACK HOLLOW CREEK,00180463,0,CA11217,,,KODAK % LARRY J LEE,,,,1,3,WELD,,,,NE,SW,11,6.0 N,67.0 W,S,,,,,511799,4483409,40.501306,-104.86075,8/13/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301152
0301153,CONSOLIDATED LAW DITCH 2,,Active structure but diversion records are not maintained (U),DITCH,BLACK HOLLOW CREEK,00180463,,,,,KODAK % LARRY J LEE,,,,1,3,WELD,,,,,,,,,,,,,,,,,,8/12/1997 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301153
0301154,DAVIS CON LAW SEEP D,,Active structure but diversion records are not maintained (U),DITCH,BLACK HOLLOW CREEK,00180463,0,CA11217,,,KODAK % LARRY J LEE,,,,1,3,WELD,,,NW,NE,NE,27,6.0 N,67.0 W,S,,,,,510693.8,4479288.8,40.464202,-104.873862,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301154
0301155,HIGLEY RES & PP,,Active structure but diversion records are not maintained (U),DITCH,COALBANK CREEK,00171175,0.74,CA2031,,,"WYKERT, ORTHO G.",,,,1,3,WELD,,,NW,NE,NE,20,7.0 N,66.0 W,S,,,,,517249.5,4490684.3,40.566753,-104.796225,1/11/2001 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301155
0301156,EATON INVEST CO HGT D,,Active structure but diversion records are not maintained (U),DITCH,COALBANK CREEK,00171175,0,CA11217,,,NO INFORMATION,,,,1,3,WELD,,,SE,NE,NW,9,6.0 N,66.0 W,S,,,,,518291.6,4484084.2,40.507271,-104.784106,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301156
0301158,SHUNN SPRING DITCH,,Active structure but diversion records are not maintained (U),DITCH,DIXON CREEK,00177377,1.39,CA11217,,,NO INFORMATION,,,,1,3,LARIMER,,,SW,NW,SW,25,8.0 N,70.0 W,S,400,W,1710,S,484012.8,4497770,40.630611,-105.189041,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301158
0301160,MICHAEL TILE DRAIN SYS,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,45.88,CA11217,,,"FORT COLLINS, CITY OF (C/O ENVIRONMETAL SERVICES)",,,,1,3,LARIMER,,,NW,NW,NW,22,7.0 N,69.0 W,S,615,W,264,N,490436.6,4490664.5,40.5667,-105.112976,9/30/2003 11:42,https://dnrweb.state.co.us/CDSS/Structures/Details/0301160
0301163,BUTLR HOWRD D IRR DR SYS,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,,,,,"OGILVY LAND AND IRRIGATION CO (HOLMAN, JACK)",,,,1,3,WELD,,,,,,,,,,,,,,,,,,10/6/2005 9:12,https://dnrweb.state.co.us/CDSS/Structures/Details/0301163
0301166,ROUND BUTTE IRR D,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,47.07,W0344,,,"LARIMER & WELD IRRIGATION CO (JOHNSTON, BILL)",,,,1,3,WELD,,,SE,SW,NE,27,8.0 N,69.0 W,S,,,,,491447.5,4498079.8,40.633514,-105.101134,9/30/2005 14:39,https://dnrweb.state.co.us/CDSS/Structures/Details/0301166
0301167,FARNHAM SEEP D PUMP SYS,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,47.06,CA11217,,,NO INFORMATION,,,,1,3,LARIMER,,,NW,SE,NE,14,8.0 N,69.0 W,S,1201,E,1381,N,493242.2,4501554,40.664825,-105.079948,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301167
0301168,DICKINSON SEEP DITCHES,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,53.15,CA11217,,,NO INFORMATION,,,,1,3,LARIMER,,,SE,SW,NW,31,10.0 N,68.0 W,S,,,,,495477.5,4515646.6,40.791799,-105.053606,12/8/2003 15:02,https://dnrweb.state.co.us/CDSS/Structures/Details/0301168
0301169,CRYSTAL SPRINGS SEEP D,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,52.47,CA2031,,,"MONTY, TIM & KATHLEEN; MUHLESTEIN, SARAH",,,,1,3,LARIMER,,,NE,SW,SW,19,9.0 N,68.0 W,S,,,,,495462,4508622,40.728517,-105.053739,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301169
0301170,SACKSCHEWSKY SEEP D 1,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,45.16,CA11217,,,"COLORADO DIVISION OF PARKS & WILDLIFE (WATSON, BOB)",,,,1,3,LARIMER,,,SE,SW,SE,27,9.0 N,68.0 W,S,1490,E,123,S,501143,4506759.5,40.71175,-104.986468,1/18/1994 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301170
0301171,JAMESON SEEP DITCH,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,53.15,CA11217,,,NO INFORMATION,,,,1,3,LARIMER,,,SE,NE,NE,1,9.0 N,69.0 W,S,100,E,690,N,495157.3,4514544.5,40.781872,-105.057396,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301171
0301184,KINION DRAIN DITCH,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,52.81,CA11217,,,"FOUTE, JEFF; NO INFORMATION",,,,1,3,LARIMER,,,SW,NE,NW,26,9.0 N,69.0 W,S,,,,,492386,4508110,40.723882,-105.090158,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301184
0301185,HOLMES TILE DRAIN SYS 2,,Active structure but diversion records are not maintained (U),DITCH,CACHE LA POUDRE RIVER,00205018,53.14,CA11217,,,"HAGEN, MARY; NO INFORMATION",,,,1,3,LARIMER,,,NW,NE,NE,27,9.0 N,69.0 W,S,,,,,491656,4508149,40.724226,-105.098803,2/21/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301185
0301188,CANON CANAL CO DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CACHE LA POUDRE RIVER,00205018,56.31,"01CW0273, CA0320, CA2378, CA2406, CA2818, CA3791",,,CANON CANAL CO,,5/24/1950,8/2/1950,1,3,LARIMER,,,NW,SW,SW,10,8.0 N,70.0 W,S,,,,,480825.8,4502227.3,40.670699,-105.226863,4/20/2011 9:30,https://dnrweb.state.co.us/CDSS/Structures/Details/0301188
0301189,PIONEER DITCH,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CACHE LA POUDRE RIVER,00205018,46.04,"CA0320, CA1423, CA4042",,,"FORT COLLINS, CITY OF (C/O ENVIRONMETAL SERVICES)",,4/3/1950,10/5/1950,1,3,LARIMER,,,,,NW,2,7.0 N,69.0 W,S,,,,,492306.8,4495150.2,40.60713,-105.090937,6/15/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301189
0301190,JOHN R BROWN DITCH,JR BROWN D,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CACHE LA POUDRE RIVER,00205018,48.28,"CA0320, CA1789, CA2026",,,,,6/26/1950,9/18/1950,1,3,LARIMER,,,,,SW,33,8.0 N,69.0 W,S,,,,,489124.4,4495995.3,40.614707,-105.128569,2/25/1992 0:00,https://dnrweb.state.co.us/CDSS/Structures/Details/0301190
0301191,WINDSOR EXT,,"Historical structure only - no longer exists or has records, but has historical data (H)",DITCH,CACHE LA POUDRE RIVER,00205018,55.32,,,,UNITED STATES BUREAU OF RECLAMATION (LOVELAND),,7/10/1995,10/31/2010,1,3,WELD,,,,SW,NE,15,8.0 N,70.0 W,S,,,,,481859,4501528.9,40.664431,-105.214619,4/20/2011 9:27,https://dnrweb.state.co.us/CDSS/Structures/Details/0301191
